DATE,FEDFUNDS,debt_to_gdp,democrat,election,expenditure_to_gdp,inflation,president,president_party,ygap,lag_FEDFUNDS,pres1,pres2,pres3,pres4,pres5,pres6,pres7,pres8,pres9,pres10,pres11,pres12,pres13,pres14,pres15,elec_dem,elec_rep
1-Apr-04,1.01,60.54362895,0,13,20.15045277,3.143,George W. Bush,R,-0.353117785,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
1-Jul-04,1.43,60.87032198,0,14,20.13130006,2.55092,George W. Bush,R,-0.19927645,1.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
1-Oct-04,1.95,60.75819906,0,15,20.09724178,4.29432,George W. Bush,R,0.095834946,1.4299999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
1-Jan-05,2.47,61.36094803,0,0,20.35309823,2.02088,George W. Bush (2nd term),R,0.521392883,1.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1-Apr-05,2.94,62.13204107,0,1,20.33587988,2.70316,George W. Bush (2nd term),R,0.379066986,2.47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1-Jul-05,3.46,61.50312569,0,2,20.34905706,6.05784,George W. Bush (2nd term),R,0.566561209,2.9400001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1-Oct-05,3.98,61.41969873,0,3,20.39862018,3.7294,George W. Bush (2nd term),R,0.505329297,3.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1-Jan-06,4.46,61.97487916,0,4,20.33689711,2.08432,George W. Bush (2nd term),R,1.230811434,3.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1-Apr-06,4.91,62.71545442,0,5,20.46174377,3.6096,George W. Bush (2nd term),R,0.991507729,4.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1-Jul-06,5.25,62.58897418,0,6,20.53755513,3.77608,George W. Bush (2nd term),R,0.409788585,4.9099998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Oct-06,5.25,62.49807131,0,7,20.11596239,-1.642,George W. Bush (2nd term),R,0.527851541,5.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
1-Jan-07,5.26,62.94823574,0,8,20.62734346,3.86492,George W. Bush (2nd term),R,0.129402405,5.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
1-Apr-07,5.25,63.175364,0,9,20.67376044,4.64832,George W. Bush (2nd term),R,0.312078521,5.2600002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
1-Jul-07,5.07,62.63261891,0,10,20.60001693,2.4678,George W. Bush (2nd term),R,0.261132395,5.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
1-Oct-07,4.5,63.02886066,0,11,20.59152713,4.85532,George W. Bush (2nd term),R,0.370945088,5.0700002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
1-Jan-08,3.18,64.41170477,0,12,21.058864,4.39988,George W. Bush (2nd term),R,-0.401889047,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
1-Apr-08,2.09,65.21343881,0,13,21.93291809,5.21864,George W. Bush (2nd term),R,-0.83254647,3.1800001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
1-Jul-08,1.94,65.53036436,0,14,21.76611907,6.25372,George W. Bush (2nd term),R,-2.388651446,2.0899999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
1-Oct-08,0.51,70.6406254,0,15,22.07641759,-9.44444,George W. Bush (2nd term),R,-4.597941248,1.9400001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
1-Jan-09,0.18,76.15701382,1,0,22.96923162,-2.43644,Barack H. Obama,D,-6.257348859,0.50999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Apr-09,0.18,79.28337935,1,1,25.13753187,1.9148,Barack H. Obama,D,-6.857275814,0.18000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1-Jul-09,0.16,81.79594392,1,2,25.02988368,3.6558,Barack H. Obama,D,-6.898224227,0.18000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1-Oct-09,0.12,83.41793202,1,3,24.80861312,2.66272,Barack H. Obama,D,-6.148990773,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1-Jan-10,0.13,85.22082806,1,4,25.17649965,1.2746,Barack H. Obama,D,-5.667408567,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
1-Apr-10,0.19,87.61473053,1,5,25.38765505,-0.5038,Barack H. Obama,D,-5.655293226,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1-Jul-10,0.19,89.53325405,1,6,25.50469728,1.41576,Barack H. Obama,D,-5.455331905,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1-Oct-10,0.19,91.25597085,1,7,25.40730709,2.61604,Barack H. Obama,D,-5.242802875,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
