DATE,FEDFUNDS,debt_to_gdp,democrat,election,expenditure_to_gdp,inflation,president,president_party,ygap,lag_FEDFUNDS,pres1,pres2,pres3,pres4,pres5,pres6,pres7,pres8,pres9,pres10,pres11,pres12,pres13,pres14,pres15,elec_dem,elec_rep
01jul1961,1.68,,1,2,17.03519393314395,1.56888,Kennedy-Johnson,D,-2.309064738568663,1.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
01oct1961,2.4,,1,3,16.88673808585115,.57436,Kennedy-Johnson,D,-1.317934782608695,1.6799999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
01jan1962,2.46,,1,4,17.13371996316222,1.56052,Kennedy-Johnson,D,-.5498359580052499,2.4000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
01apr1962,2.61,,1,5,17.21494663661374,1.50132,Kennedy-Johnson,D,-.4576783162271128,2.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
01jul1962,2.85,,1,6,17.27031865926901,1.15156,Kennedy-Johnson,D,-.5451125401929252,2.6099999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
01oct1962,2.92,,1,7,17.49466501302805,.96348,Kennedy-Johnson,D,-1.306245225362867,2.8499999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0
01jan1963,2.97,,1,8,17.44512749593493,1.27716,Kennedy-Johnson,D,-1.033838495226696,2.9200001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0
01apr1963,2.96,,1,9,17.19606044991498,.735,Kennedy-Johnson,D,-.8125058474972675,2.97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0
01jul1963,3.33,,1,10,17.11741657891862,2.4498,Kennedy-Johnson,D,.022595382145943,2.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0
01oct1963,3.45,,1,11,17.20684321798624,1.08072,Kennedy-Johnson,D,-.2423844297106539,3.3299999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
01jan1964,3.46,,1,12,17.05605497528329,1.6492,Kennedy-Johnson,D,.9570555857981065,3.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0
01apr1964,3.49,,1,13,16.95404930132844,.64664,Kennedy-Johnson,D,1.074235938575753,3.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0
01jul1964,3.46,,1,14,16.49609571696727,.9038000000000001,Kennedy-Johnson,D,1.397475779930669,3.49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0
01oct1964,3.58,,1,15,16.35546738915238,1.8422,Kennedy-Johnson,D,.6291452866148624,3.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0
01jan1965,3.97,,1,0,16.09911858528148,1.24388,Lyndon Johnson,D,2.023821267953002,3.5799999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01apr1965,4.08,,1,1,16.19693091120183,2.55672,Lyndon Johnson,D,2.318557648139648,3.97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
01jul1965,4.07,,1,2,16.58888603747358,1.18132,Lyndon Johnson,D,3.277145048141093,4.0799999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
01oct1965,4.17,,1,3,16.57642948257068,2.11508,Lyndon Johnson,D,4.618889762894714,4.0700002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
01jan1966,4.56,,1,4,16.5552259453505,3.74172,Lyndon Johnson,D,6.00163916208256,4.1700001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
01apr1966,4.91,41.15677918151106,1,5,17.16794361479111,3.61968,Lyndon Johnson,D,5.148020984975417,4.5599999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
01jul1966,5.41,39.85269226727612,1,6,17.42389858599594,3.46352,Lyndon Johnson,D,4.626815824486134,4.9099998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
01oct1966,5.56,40.24481192674698,1,7,17.74624345002946,3.26212,Lyndon Johnson,D,4.25722644193349,5.4099998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0
01jan1967,4.82,40.27073071682396,1,8,18.68512795657312,1.0218,Lyndon Johnson,D,3.964661873557414,5.5599999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
01apr1967,3.99,40.24538543261258,1,9,18.81256251431548,2.42668,Lyndon Johnson,D,2.808026229508198,4.8200002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0
01jul1967,3.89,38.57822649706642,1,10,18.67422583175071,4.01604,Lyndon Johnson,D,2.467152527426932,3.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0
01oct1967,4.17,39.39278959886968,1,11,18.88155597392651,4.38208,Lyndon Johnson,D,2.115429011158133,3.8900001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0
01jan1968,4.79,39.17674736983581,1,12,18.98235903117706,3.93304,Lyndon Johnson,D,3.106455869664519,4.1700001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
01apr1968,5.98,38.65504719424514,1,13,19.15757204145459,3.89472,Lyndon Johnson,D,3.751268015869023,4.79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0
01jul1968,5.94,37.57063089977655,1,14,19.0915968801797,5.40932,Lyndon Johnson,D,3.378649703053938,5.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0
01oct1968,5.92,37.89057788890666,1,15,19.12991235881521,4.94856,Lyndon Johnson,D,2.769338613276923,5.9400001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0
01jan1969,6.57,37.26114315587392,0,0,18.3896946773667,4.8994,Richard Nixon,R,3.338203067932807,5.9200001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01apr1969,8.33,36.83527970309542,0,1,18.72775425043205,6.3122,Richard Nixon,R,2.619702010704466,6.5700002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
01jul1969,8.98,35.42006818979046,0,2,18.71900343557127,5.48952,Richard Nixon,R,2.277411652340012,8.3299999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
01oct1969,8.94,35.908101233266,0,3,18.95532798650858,6.14084,Richard Nixon,R,.8530705904617858,8.9799995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
01jan1970,8.57,36.20323084210097,0,4,18.67058148233686,6.4,Richard Nixon,R,-.1975849941383278,8.9399996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
01apr1970,7.88,36.00997078642379,0,5,19.78575142065882,5.5958,Richard Nixon,R,-.8696794290629299,8.5699997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
01jul1970,6.7,35.23085551684548,0,6,19.47676276499102,4.14152,Richard Nixon,R,-.8056119155215301,7.8800001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
01oct1970,5.57,35.97322239460502,0,7,19.70234955461126,5.81048,Richard Nixon,R,-2.634223889473454,6.6999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
01jan1971,3.86,35.44073084623008,0,8,19.35243604094967,3.36364,Richard Nixon,R,-.7214126832811421,5.5700002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
01apr1971,4.56,35.00929937535876,0,9,19.84350128509259,3.67616,Richard Nixon,R,-.9116527380442966,3.8599999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
01jul1971,5.47,34.88082321360999,0,10,19.44627513324678,3.97024,Richard Nixon,R,-.8665235763632617,4.5599999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
01oct1971,4.75,35.8056609029268,0,11,19.65425660573301,2.9484,Richard Nixon,R,-1.3300785584306,5.4699998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
01jan1972,3.54,35.63702377327168,0,12,19.93040367013975,3.2488,Richard Nixon,R,-.3200449309516981,4.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
01apr1972,4.3,34.86962918278339,0,13,20.06449561956277,2.58388,Richard Nixon,R,1.276608302183746,3.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
01jul1972,4.74,34.13480296067323,0,14,19.03515458170201,3.20192,Richard Nixon,R,1.462072406238462,4.3000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14
01oct1972,5.14,33.72864106519033,0,15,20.19306768292933,4.13992,Richard Nixon,R,2.323117978737139,4.7399998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
01jan1973,6.54,33.59111161861952,0,0,19.41435968619333,6.28792,Nixon-Ford,R,4.091493222328961,5.1399999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
01apr1973,7.82,33.43944858028784,0,1,19.19133824313629,8.365679999999999,Nixon-Ford,R,4.412925213268125,6.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
01jul1973,10.56,32.88332402574803,0,2,18.83188808275968,7.89384,Nixon-Ford,R,2.960043649794355,7.8200002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
01oct1973,10,32.17076581710278,0,3,18.59924999477756,10.11608,Nixon-Ford,R,3.023275162759747,10.56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
01jan1974,9.32,32.42767828302066,0,4,19.11483510083764,11.90428,Nixon-Ford,R,1.193746521837714,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
01apr1974,11.25,31.90101782659649,0,5,19.49048305065081,10.7146,Nixon-Ford,R,.5164083399701948,9.3199997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
01jul1974,12.09,31.33021546941776,0,6,19.8260306859938,11.25044,Nixon-Ford,R,-1.393654904499822,11.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
01oct1974,9.35,31.00715513434186,0,7,20.07396213932937,12.28848,Nixon-Ford,R,-2.671826128799427,12.09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
01jan1975,6.3,31.39082739940585,0,8,20.84803989145867,8.549160000000001,Nixon-Ford,R,-4.700206685480348,9.3500004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
01apr1975,5.42,31.75489297258333,0,9,21.88815247306243,4.81672,Nixon-Ford,R,-4.778062431026322,6.3000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
01jul1975,6.16,32.07291463540152,0,10,21.21600072002018,8.02256,Nixon-Ford,R,-3.959655192634712,5.4200001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
01oct1975,5.41,32.30322333073232,0,11,21.11550595125057,7.37096,Nixon-Ford,R,-3.471133520798984,6.1599998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
01jan1976,4.83,32.54397533763267,0,12,20.70085988850005,4.5814,Nixon-Ford,R,-2.029156482746691,5.4099998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
01apr1976,5.2,33.28177065850134,0,13,20.47375656755382,3.5778,Nixon-Ford,R,-2.04081515718706,4.8299999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
01jul1976,5.28,33.76161921972564,0,14,20.71628871004324,6.38296,Nixon-Ford,R,-2.307289889684978,5.1999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
01oct1976,4.87,33.67982163351635,0,15,20.6790701300003,5.815,Nixon-Ford,R,-2.351189692466853,5.2800002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
01jan1977,4.66,33.71423576717959,1,0,20.36133637313196,7.3418,Jimmy Carter,D,-1.995595946778139,4.8699999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01apr1977,5.16,33.37310729475915,1,1,20.08250109099204,6.97972,Jimmy Carter,D,-.8436047910842792,4.6599998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
01jul1977,5.82,32.64477319965233,1,2,20.0972826222273,5.53848,Jimmy Carter,D,.1068838251225632,5.1599998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
01oct1977,6.51,33.10751916265408,1,3,20.26700918348036,5.89516,Jimmy Carter,D,-.7503095411507709,5.8200002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
01jan1978,6.76,33.45416856564489,1,4,20.37190013400135,6.88108,Jimmy Carter,D,-1.261802032747828,6.5100002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
01apr1978,7.28,32.44115506492005,1,5,19.5846805294957,9.1,Jimmy Carter,D,1.708128321196616,6.7600002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
01jul1978,8.1,32.07521110113026,1,6,19.57852687689147,9.307079999999999,Jimmy Carter,D,1.778368794326244,7.2800002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
01oct1978,9.58,31.93399340547491,1,7,19.50283806582615,9.29556,Jimmy Carter,D,2.196759910036547,8.1000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0
01jan1979,10.07,32.03824574379258,1,8,19.4249424908861,10.07408,Jimmy Carter,D,1.454949150181109,9.5799999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
01apr1979,10.18,31.53785997097355,1,9,19.38679581846059,12.71676,Jimmy Carter,D,.6822976916037921,10.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0
01jul1979,10.95,30.96159485538014,1,10,19.52906923863386,12.88516,Jimmy Carter,D,.5914742755360666,10.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
01oct1979,13.58,31.07913604540033,1,11,19.83529025218861,12.66216,Jimmy Carter,D,.1172100771767505,10.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0
01jan1980,15.05,31.02369223218851,1,12,20.25257006671084,15.78264,Jimmy Carter,D,-.2217812753310038,13.58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0
01apr1980,12.69,31.6514991057594,1,13,20.98978215087809,13.49816,Jimmy Carter,D,-2.831212222968442,15.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0
01jul1980,9.84,31.50995605867756,1,14,21.76148553596966,7.50552,Jimmy Carter,D,-3.536554004408514,12.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0
01oct1980,15.85,31.1356248065006,1,15,21.51741315820719,11.21672,Jimmy Carter,D,-2.269729738708665,9.8400002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0
01jan1981,16.57,30.48484846975191,0,0,21.2919728349489,11.06032,Ronald Reagan,R,-.7795106477886632,15.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01apr1981,17.78,31.27237453565318,0,1,21.50899584041603,8.34272,Ronald Reagan,R,-2.161214569579919,16.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
01jul1981,17.58,30.56887799802018,0,2,21.62415713830876,11.13996,Ronald Reagan,R,-1.609058869599269,17.780001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
01oct1981,13.59,31.23516504835747,0,3,22.11821118616371,6.50288,Ronald Reagan,R,-3.499238373035166,17.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
01jan1982,14.23,32.29994610685188,0,4,22.63789700012366,3.55348,Ronald Reagan,R,-5.788248729331535,13.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
01apr1982,14.51,32.74670107692921,0,5,22.61076525010739,5.78012,Ronald Reagan,R,-5.995913611186493,14.23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
01jul1982,11.01,32.97211325301321,0,6,23.2074959578418,6.94404,Ronald Reagan,R,-7.074766355140189,14.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
01oct1982,9.289999999999999,34.4761517003297,0,7,24.05407686701608,1.22908,Ronald Reagan,R,-7.707528335403141,11.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
01jan1983,8.65,35.40634920810695,0,8,23.6441820279788,.27364,Ronald Reagan,R,-7.233398361295349,9.29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
01apr1983,8.800000000000001,35.73836527597651,0,9,23.58544355103604,4.62448,Ronald Reagan,R,-5.818614309401693,8.6499996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
01jul1983,9.460000000000001,36.78690393983128,0,10,23.16359396172407,3.90184,Ronald Reagan,R,-4.636732935311139,8.8000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
01oct1983,9.43,37.34175648044599,0,11,22.40433265475843,3.996,Ronald Reagan,R,-3.358480765117488,9.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
01jan1984,9.69,37.05180292353417,0,12,22.33821061178464,5.66964,Ronald Reagan,R,-2.211613411989509,9.4300003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
01apr1984,10.56,37.47125329586743,0,13,22.36129189107922,3.77244,Ronald Reagan,R,-1.289723564022695,9.6899996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
01jul1984,11.39,38.04640185298106,0,14,22.33190136905268,3.47828,Ronald Reagan,R,-1.119045130854102,10.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
01oct1984,9.27,38.97600742191532,0,15,22.65529530473413,3.44828,Ronald Reagan,R,-1.124444707694126,11.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
01jan1985,8.48,40.39107346281034,0,0,22.62480708000514,3.67332,Ronald Reagan (2nd term),R,-1.022408552254806,9.2700005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01apr1985,7.92,40.96895542516933,0,1,22.64543300497864,3.63612,Ronald Reagan (2nd term),R,-1.021565344011648,8.4799995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
01jul1985,7.9,41.67484586857747,0,2,22.551252359687,2.48804,Ronald Reagan (2nd term),R,-.318773824650575,7.9200001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
01oct1985,8.1,42.21395827079795,0,3,22.56918294059456,4.07784,Ronald Reagan (2nd term),R,-.3978120480547582,7.9000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
01jan1986,7.83,44.40345685247247,0,4,22.46936648812228,2.08072,Ronald Reagan (2nd term),R,-.2590967192160261,8.1000004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
01apr1986,6.92,44.9179274846262,0,5,22.82051080874207,-1.94948,Ronald Reagan (2nd term),R,-.6569967312894544,7.8299999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
01jul1986,6.21,45.852219936039,0,6,22.89995926101701,2.44696,Ronald Reagan (2nd term),R,-.4885447098785253,6.9200001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
01oct1986,6.27,46.77872834201657,0,7,22.45057785091305,2.79672,Ronald Reagan (2nd term),R,-.7828372492995617,6.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
01jan1987,6.22,48.03284002962089,0,8,22.27675347302466,4.8268,Ronald Reagan (2nd term),R,-.9989677383836177,6.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
01apr1987,6.65,47.93802965360389,0,9,22.23513911901089,4.53308,Ronald Reagan (2nd term),R,-.7101003892644919,6.2199998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
01jul1987,6.84,48.46904250142984,0,10,21.92895826498374,4.24528,Ronald Reagan (2nd term),R,-.6078293165613854,6.6500001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
01oct1987,6.92,48.13044569610079,0,11,21.89984356201851,3.7316,Ronald Reagan (2nd term),R,.3298849801573947,6.8400002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
01jan1988,6.66,49.1389015620952,0,12,21.95747874951326,3.1214,Ronald Reagan (2nd term),R,.0881174899866537,6.9200001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
01apr1988,7.16,49.16800091105883,0,13,21.44767998267771,4.59076,Ronald Reagan (2nd term),R,.6119363430373607,6.6599998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
01jul1988,7.98,49.5382854168362,0,14,21.26467189128048,4.87552,Ronald Reagan (2nd term),R,.3719456061442983,7.1599998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
01oct1988,8.470000000000001,49.5560155215619,0,15,21.37500391840277,4.36976,Ronald Reagan (2nd term),R,.9501253067404606,7.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
01jan1989,9.44,50.0788955397784,0,0,21.33825488915126,4.54532,George H.W. Bush,R,1.136211118164511,8.4700003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01apr1989,9.73,50.25848884014613,0,1,21.3381904263778,6.46356,George H.W. Bush,R,1.127846424851805,9.4399996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01jul1989,9.08,50.60476211423742,0,2,21.37387052297409,3.1286,George H.W. Bush,R,1.166322103113834,9.7299995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
01oct1989,8.609999999999999,51.19279154228175,0,3,21.45938981880756,4.0674,George H.W. Bush,R,.632023610477782,9.0799999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
