CourseID,InstrID,Year,Required,Eval,Apct,Enrollment
1004,38,200607,1,4.6999998,.44,104
1004,38,200607,1,4.8600001,.69,105
1342,38,200607,0,4.9499998,.50999999,41
1377,38,200607,0,4.9299998,.50999999,37
1004,38,200708,1,4.75,,105
1004,38,200708,1,4.8600001,,107
1324,38,200708,0,4.98,,66
1377,38,200708,0,4.8600001,,77
1004,38,200809,1,4.8099999,.49000001,107
1004,38,200809,1,4.79,.50999999,102
1343,38,200809,0,4.8299999,.56,83
1385,38,200809,0,4.9000001,.58999997,73
1004,38,200910,1,4.6100001,.46000001,101
1004,38,200910,1,4.7399998,.70999998,108
1374,38,200910,0,4.71,.47999999,66
1377,38,200910,0,4.71,.67000002,55
1004,38,201011,1,4.6999998,.58999997,97
1342,38,201011,0,4.8099999,.67000002,58
1269,39,200708,0,4.3800001,,15
1364,39,200708,0,5,,2
1269,39,200809,0,4,.17,13
1364,39,200809,0,4.25,.2,5
1276,39,200910,0,3.5,.30000001,10
1331,39,200910,0,4.0300002,.55000001,44
1328,39,201112,0,4.1999998,.5,6
1331,39,201112,0,3.8800001,.43000001,30
1614,40,200304,0,4.8899999,.80000001,10
26,40,200304,0,4.9299998,.52999997,15
45,40,200304,1,4.8499999,.69999999,30
39,40,200405,0,4.5999999,.85000002,39
45,40,200405,1,4.8000002,.82999998,24
45,40,200405,1,4.6700001,.69,29
32,41,200708,0,4.9400001,,16
60,41,200708,0,4.6300001,,8
57,41,200809,0,4.9499998,,21
59,41,200809,0,4.5,,4
60,41,200809,0,4.8800001,,8
1275,42,200607,0,4.6999998,.57999998,24
56,42,200607,0,4.5999999,.67000002,15
1535,42,200708,0,4.9099998,,25
56,42,200708,0,4.9299998,,14
56,42,200809,0,4.4299998,.57999998,23
1275,42,200910,0,4.6799998,.51999998,45
56,42,200910,0,4.9400001,.66000003,19
1275,42,201011,0,4.5999999,.60000002,28
56,42,201011,0,4.7600002,.47999999,21
56,42,201112,0,4.9200001,.62,13
1275,42,201213,0,3.6700001,.56,25
56,42,201213,0,4.27,.66000003,15
1122,43,200304,0,4.4099998,.44999999,20
1297,43,200304,0,4.6300001,.62,13
1410,43,200304,0,4.8000002,.40000001,5
1122,43,200405,0,4.3099999,.50999999,35
1122,43,200405,0,4.4499998,.52999997,40
1297,43,200405,0,4.6700001,.60000002,15
1410,43,200405,0,4.75,.60000002,5
1122,43,200607,0,4.29,.43000001,21
1410,43,200607,0,4.3299999,.43000001,7
1122,43,200809,0,4.3800001,.56999999,14
1127,43,200809,0,4.6399999,.56999999,14
1509,43,200809,0,4.5,1,2
1512,43,200809,0,4.6399999,.72000003,11
895,43,200910,1,3.78,.33000001,66
1122,43,200910,0,4.6500001,.5,28
1316,43,200910,0,5,.67000002,9
1512,43,200910,0,4.6300001,.77999997,9
1122,43,201011,0,4.5700002,.60000002,25
1512,43,201011,0,4.8099999,.77999997,9
895,43,201112,1,4.4499998,.34999999,74
1122,43,201112,0,4.4099998,.47,30
1316,43,201112,0,4.8899999,.69999999,10
1512,43,201112,0,4.5500002,.75,12
895,43,201213,1,4.29,.50999999,95
1122,43,201213,0,4.73,.47,17
1316,43,201213,0,4.75,.89999998,10
1512,43,201213,0,4.5,.69,13
1437,44,200304,0,4.1399999,.63999999,14
1437,44,200304,0,4.29,.80000001,10
1600,44,200304,0,4.5999999,.58999997,17
1437,44,200405,0,4.1100001,.75,8
1437,44,200405,0,4.4000001,.75,12
1600,44,200405,0,3.8099999,.74000001,19
1437,44,200607,0,,.67000002,6
1437,44,200607,0,,.92000002,12
1600,44,200607,0,4.4099998,.77999997,23
1437,44,200708,0,4.2199998,,7
1437,44,200708,0,4.3699999,,12
1536,44,200708,0,4.73,,11
1437,44,200809,0,3.8599999,.63,8
1437,44,200809,0,4.3299999,1,5
1536,44,200809,0,4.4499998,.76999998,13
1212,45,200304,0,4.77,.73000002,15
1380,45,200304,0,3.9200001,.73000002,41
31,45,200304,0,5,.75,4
38,45,200304,0,3.72,.64999998,20
27,46,200708,0,4.5999999,,15
38,46,200708,0,4.4699998,,20
40,46,200708,0,4,,9
1102,47,200304,0,4.73,.69,16
1129,47,200304,0,4.6700001,.36000001,39
1142,47,200304,0,4.4299998,.33000001,48
1413,47,200304,0,4.75,.40000001,5
895,47,200405,1,4.3699999,.50999999,88
1129,47,200405,0,3.8900001,.33000001,51
1142,47,200405,0,4.4299998,.34,47
1413,47,200405,0,5,.67000002,3
1129,47,200607,0,4.1399999,.2,45
1142,47,200607,0,4.48,.25999999,38
1348,47,200607,0,4.6399999,.60000002,15
1413,47,200607,0,4.6700001,.56999999,7
895,47,200708,1,4.1500001,,108
1142,47,200708,0,4.3800001,,49
1514,47,200708,0,4.75,,12
1514,47,200708,0,4.9099998,,11
1521,47,200708,0,4.71,,10
1129,47,200809,0,4.0599999,.27000001,48
1521,47,200809,0,4.77,.61000001,13
895,47,200910,1,4.1900001,.25,66
1142,47,200910,0,4.4400001,.25999999,46
1514,47,200910,0,4.8800001,.88,8
1521,47,200910,0,4.1700001,.62,13
1129,47,201011,0,4.1799998,.44999999,40
1142,47,201011,0,4.2399998,.50999999,45
1514,47,201011,0,4.6399999,.57999998,12
1521,47,201011,0,4.3099999,.5,14
1129,47,201112,0,4.2199998,.25,40
1142,47,201112,0,3.8199999,.33000001,39
1514,47,201112,0,4.75,1,5
1521,47,201112,0,,1,8
1129,47,201213,0,3.97,.23999999,44
1142,47,201213,0,4.48,.25999999,53
1521,47,201213,0,4.75,.75,8
895,48,200304,1,4.4499998,.27000001,26
1237,48,200304,0,4.6900001,.75,16
1416,48,200304,0,4,.75,4
1592,48,200304,0,4.8299999,.67000002,6
1116,48,200405,0,4.1500001,.70999998,14
1237,48,200405,0,4.23,.67000002,15
1416,48,200405,0,4.6300001,.60000002,10
1592,48,200405,0,4.75,.80000001,5
1123,48,200607,0,4.1500001,.36000001,28
1261,48,200607,0,3.5799999,.63999999,14
1416,48,200607,0,4.1999998,.86000001,7
1592,48,200607,0,5,.67000002,3
1168,48,200809,0,4.1100001,.75999999,37
1610,48,200809,0,4.8299999,.82999998,6
1620,48,200809,0,4.8000002,.80000001,5
1168,48,200910,0,4.0999999,.46000001,15
1237,48,200910,0,4.4400001,.80000001,18
1610,48,200910,0,5,.66000003,3
1620,48,200910,0,4.1100001,.80000001,10
1168,48,201011,0,,.5,21
1237,48,201011,0,4.29,.52999997,16
1610,48,201011,0,4.5500002,.69999999,11
1620,48,201011,0,5,.69999999,5
1168,48,201112,0,4,.38,21
1237,48,201112,0,4.3299999,.5,16
1610,48,201112,0,4.4299998,.86000001,11
1620,48,201112,0,4.3299999,1,5
1168,48,201213,0,3.3800001,.57999998,26
1237,48,201213,0,3.78,.5,16
1610,48,201213,0,4.3299999,1,3
1620,48,201213,0,1,.67000002,3
